"","date","line","time","day","location","incident","min_delay","min_gap","bound","day_type","rush_type","Year","Month","Day","Max Temp (°C)","Min Temp (°C)","Total Precip (mm)","Snow on Grnd (cm)"
"6129",2024-05-26,"505",01:01:00,"Sunday","KINGSTON LOOP","Security",0,0,"E","Weekend","none",2024,"05","26",21.8,12.9,3.3,NA
"6130",2024-05-26,"505",01:07:00,"Sunday","DUNDAS WEST STATION","Cleaning - Unsanitary",10,20,"E","Weekend","none",2024,"05","26",21.8,12.9,3.3,NA
"6131",2024-05-26,"505",01:12:00,"Sunday","DUNDAS AND LANSDOWNE","Cleaning - Unsanitary",10,20,"W","Weekend","none",2024,"05","26",21.8,12.9,3.3,NA
"6132",2024-05-26,"501",01:19:00,"Sunday","KIPLING LOOP","Security",10,20,NA,"Weekend","none",2024,"05","26",21.8,12.9,3.3,NA
"6133",2024-05-26,NA,01:54:00,"Sunday","RONCESVALLES YARD","General Delay",0,0,NA,"Weekend","none",2024,"05","26",21.8,12.9,3.3,NA
"6134",2024-05-27,"501",02:10:00,"Monday","SPADINA AND QUEEN","Operations",83,93,"N","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6135",2024-05-27,"505",02:27:00,"Monday","DUNDAS WEST STATION","Security",84,94,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6136",2024-05-27,"510",02:30:00,"Monday","SPADNA AND RICHMOND","Held By",62,82,"N","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6137",2024-05-27,"506",02:48:00,"Monday","GERRARD AND BROADVIEW","Emergency Services",39,49,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6138",2024-05-27,"504",02:50:00,"Monday","QUEEN AND RONCESVALLES","Operations",26,46,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6139",2024-05-27,"507",02:59:00,"Monday","QUEEN AND GORDON BELL","Held By",60,80,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6140",2024-05-27,"507",03:05:00,"Monday","QUEEN WEST AND DUFFERI","Held By",60,80,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6141",2024-05-27,"504",03:22:00,"Monday","RONCESVALLES AND QUEEN","Operations",17,37,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6142",2024-05-27,"509",03:34:00,"Monday","QUEENS QUAY TERMINAL","Emergency Services",0,0,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6143",2024-05-27,NA,03:50:00,"Monday","RONCESVALLES YARD","Operations",0,0,NA,"Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6144",2024-05-27,"501",04:05:00,"Monday","QUEEN WEST AND LANSDOW","Rail/Switches",25,35,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6145",2024-05-27,"507",04:12:00,"Monday","QUEEN AND MCCAUL","Operations",10,20,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6146",2024-05-27,"501",05:11:00,"Monday","QUEEN WEST AND JOHN","Held By",39,49,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6147",2024-05-27,"501",06:04:00,"Monday","GERRARD AND BROADVIEW","Mechanical",7,14,"W","Weekday","morning",2024,"05","27",24.7,14.9,28.4,NA
"6148",2024-05-27,"508",06:43:00,"Monday","RONCESVALLES YARD","Operations",9,19,NA,"Weekday","morning",2024,"05","27",24.7,14.9,28.4,NA
"6149",2024-05-27,"508",07:02:00,"Monday","RONCESVALLES AND QUEEN","General Delay",20,40,NA,"Weekday","morning",2024,"05","27",24.7,14.9,28.4,NA
"6150",2024-05-27,"512",10:09:00,"Monday","ST CLAIR AND GLENHOLME","Collision - TTC Involved",3,6,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6151",2024-05-27,"501",11:05:00,"Monday","QUEEN AND SOHO","Mechanical",8,16,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6152",2024-05-27,"504",11:05:00,"Monday","KING AND PETER","Cleaning - Unsanitary",10,20,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6153",2024-05-27,"510",11:12:00,"Monday","SPADINA AND WILCOCKS","Security",15,24,"S","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6154",2024-05-27,"505",12:03:00,"Monday","DUNDAS AND BATHURST","Security",10,20,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6155",2024-05-27,NA,12:14:00,"Monday","RUSSELL CARHOUSE","Rail/Switches",0,0,NA,"Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6156",2024-05-27,"501",12:23:00,"Monday","BROADVIEW AND MOUNT ST","Operations",8,16,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6157",2024-05-27,"504",14:03:00,"Monday","QUEEN AND SHAW","Rail/Switches",23,33,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6158",2024-05-27,"501",14:07:00,"Monday","QUEEN AND OSSINGTON","Rail/Switches",10,20,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6159",2024-05-27,"512",15:49:00,"Monday","ST CLAIR AND KEELE","Mechanical",5,10,"S","Weekday","evening",2024,"05","27",24.7,14.9,28.4,NA
"6160",2024-05-27,"506",16:21:00,"Monday","HIGH PARK LOOP","Security",0,0,NA,"Weekday","evening",2024,"05","27",24.7,14.9,28.4,NA
"6161",2024-05-27,"506",16:23:00,"Monday","QUEEN AND PARLIAMENT","Emergency Services",0,0,"W","Weekday","evening",2024,"05","27",24.7,14.9,28.4,NA
"6162",2024-05-27,"504",18:01:00,"Monday","CHERRY AND FRONT","Operations",10,20,"N","Weekday","evening",2024,"05","27",24.7,14.9,28.4,NA
"6163",2024-05-27,"505",18:37:00,"Monday","DUNDAS WEST STATION","Security",0,0,NA,"Weekday","evening",2024,"05","27",24.7,14.9,28.4,NA
"6164",2024-05-27,"501",18:41:00,"Monday","WOLSELEY LOOP","Collision - TTC Involved",8,16,NA,"Weekday","evening",2024,"05","27",24.7,14.9,28.4,NA
"6165",2024-05-27,"510",19:19:00,"Monday","SPADINA AND SULLIVAN","Emergency Services",17,27,"N","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6166",2024-05-27,"504",19:25:00,"Monday","QUEEN AND DUNN","Emergency Services",37,47,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6167",2024-05-27,"504",20:01:00,"Monday","QUEEN AND ABELL","Cleaning - Unsanitary",10,20,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6168",2024-05-27,"509",20:20:00,"Monday","UNION STATION","General Delay",15,0,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6169",2024-05-27,"506",20:25:00,"Monday","COLLEGE AND UNIVERSITY","Diversion",60,70,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6170",2024-05-27,"507",21:20:00,"Monday","LQAKESHORE BOULEVARD W","General Delay",12,22,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6171",2024-05-27,"504",21:22:00,"Monday","FLEET LOOP","Security",0,0,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6172",2024-05-27,"505",22:07:00,"Monday","LANSDOWNE LOOP","General Delay",10,20,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6173",2024-05-27,"506",22:56:00,"Monday","DUNDAS AND STERLING","Cleaning - Unsanitary",10,20,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6174",2024-05-27,"501",00:32:00,"Monday","NEVILLE PARK LOOP","Emergency Services",23,33,"E","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6175",2024-05-27,"501",00:38:00,"Monday","QUEEN AND RONCESVALLES","Diversion",5,15,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6176",2024-05-27,"504",00:51:00,"Monday","QUEEN AND DUFFERIN","General Delay",13,23,"W","Weekday","none",2024,"05","27",24.7,14.9,28.4,NA
"6177",2024-05-28,"510",02:44:00,"Tuesday","SPADINA STATION","Mechanical",100,120,NA,"Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6178",2024-05-28,"504",02:53:00,"Tuesday","DUNDAS AND BLOOR","Cleaning - Unsanitary",10,20,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6179",2024-05-28,"301",04:19:00,"Tuesday","QUEEN AND SPADINA","Cleaning - Unsanitary",20,40,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6180",2024-05-28,"501",05:00:00,"Tuesday","KING AND RONCESVALLES","Mechanical",10,20,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6181",2024-05-28,"501",05:55:00,"Tuesday","BATHURST AND WOLSELEY","Investigation",5,10,"N","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6182",2024-05-28,"510",05:59:00,"Tuesday","SPADINA STATION","Cleaning - Unsanitary",9,18,"W","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6183",2024-05-28,"501",06:50:00,"Tuesday","BATHURST AND QUEEN","Mechanical",5,10,"S","Weekday","morning",2024,"05","28",19.8,14.1,2.9,NA
"6184",2024-05-28,"512",06:51:00,"Tuesday","GUNNS LOOP","Collision - TTC Involved",3,6,NA,"Weekday","morning",2024,"05","28",19.8,14.1,2.9,NA
"6185",2024-05-28,"505",07:09:00,"Tuesday","BROADVIEW STATION","Emergency Services",10,20,NA,"Weekday","morning",2024,"05","28",19.8,14.1,2.9,NA
"6186",2024-05-28,"501",07:42:00,"Tuesday","QUEEN AND SPADINA","Security",5,10,"E","Weekday","morning",2024,"05","28",19.8,14.1,2.9,NA
"6187",2024-05-28,"504",07:58:00,"Tuesday","THE QUEENSWAY AND WIND","Mechanical",8,16,"E","Weekday","morning",2024,"05","28",19.8,14.1,2.9,NA
"6188",2024-05-28,"506",08:37:00,"Tuesday","GERRARD AND DON VALLEY","Security",10,20,"W","Weekday","morning",2024,"05","28",19.8,14.1,2.9,NA
"6189",2024-05-28,"509",08:37:00,"Tuesday","QUEENS QUAY AND FERRY","General Delay",0,0,"E","Weekday","morning",2024,"05","28",19.8,14.1,2.9,NA
"6190",2024-05-28,"501",09:01:00,"Tuesday","GERRARD AND BROADVIEW","Diversion",8,16,NA,"Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6191",2024-05-28,"501",09:27:00,"Tuesday","QUEEN AND CARROLL","General Delay",0,0,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6192",2024-05-28,"505",09:45:00,"Tuesday","BROADVIEW AND WOLFREY","Cleaning - Unsanitary",10,20,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6193",2024-05-28,"505",09:49:00,"Tuesday","BROADVIEW AND WITHROW","General Delay",0,0,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6194",2024-05-28,"505",09:52:00,"Tuesday","BROADVIEW STATION","General Delay",0,0,NA,"Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6195",2024-05-28,"503",10:09:00,"Tuesday","QUEEN AND BROADVIEW","General Delay",0,0,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6196",2024-05-28,"511",12:55:00,"Tuesday","BATHURST AND CARR","Security",9,18,"N","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6197",2024-05-28,"510",13:30:00,"Tuesday","SPADINA AND BREMNER","General Delay",10,20,"S","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6198",2024-05-28,"501",13:39:00,"Tuesday","WOLESLEY LOOP","Diversion",0,0,"W","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6199",2024-05-28,"509",14:04:00,"Tuesday","EXHIBITION LOOP","Emergency Services",10,20,NA,"Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6200",2024-05-28,"509",14:13:00,"Tuesday","BATHURST AND FLEET","General Delay",26,36,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6201",2024-05-28,"504",14:34:00,"Tuesday","KING AND PARLIAMENT","General Delay",0,0,"W","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6202",2024-05-28,"505",15:07:00,"Tuesday","DUNDAS AND BROCK","Security",0,0,"W","Weekday","evening",2024,"05","28",19.8,14.1,2.9,NA
"6203",2024-05-28,"506",15:28:00,"Tuesday","COXWELL AND DUNDAS","Emergency Services",8,16,"S","Weekday","evening",2024,"05","28",19.8,14.1,2.9,NA
"6204",2024-05-28,"509",16:43:00,"Tuesday","EXHIBITION LOOP","General Delay",0,0,"E","Weekday","evening",2024,"05","28",19.8,14.1,2.9,NA
"6205",2024-05-28,"505",17:01:00,"Tuesday","DUNDAS AND UNIVERSITY","Diversion",67,77,"W","Weekday","evening",2024,"05","28",19.8,14.1,2.9,NA
"6206",2024-05-28,"510",17:37:00,"Tuesday","SPADINA AND FRONT","General Delay",12,22,"S","Weekday","evening",2024,"05","28",19.8,14.1,2.9,NA
"6207",2024-05-28,"501",17:42:00,"Tuesday","QUEEN AND BATHURST","Mechanical",5,10,"W","Weekday","evening",2024,"05","28",19.8,14.1,2.9,NA
"6208",2024-05-28,"505",17:57:00,"Tuesday","DUNDAS AND OSSINGTON","Security",10,20,"W","Weekday","evening",2024,"05","28",19.8,14.1,2.9,NA
"6209",2024-05-28,"501",18:41:00,"Tuesday","BATHURST AND DUNDAS","Mechanical",5,10,"E","Weekday","evening",2024,"05","28",19.8,14.1,2.9,NA
"6210",2024-05-28,"503",18:54:00,"Tuesday","KING AND PARLIAMENT","Mechanical",10,20,"W","Weekday","evening",2024,"05","28",19.8,14.1,2.9,NA
"6211",2024-05-28,"503",20:46:00,"Tuesday","CONNAUGHT AND QUEEN","Cleaning - Unsanitary",10,20,"W","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6212",2024-05-28,"510",21:09:00,"Tuesday","QUEENS QUAY AND REES","Held By",10,20,NA,"Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6213",2024-05-28,"512",21:48:00,"Tuesday","ST CLAIR AND LANSDOWNE","Security",10,20,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6214",2024-05-28,"504",21:56:00,"Tuesday","DISTILLERY LOOP","Diversion",41,51,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6215",2024-05-28,"505",22:19:00,"Tuesday","MCCAUL AND DUNDAS","Security",10,20,"N","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6216",2024-05-28,"510",22:49:00,"Tuesday","SPADINA AND SUSSEX","Operations",13,23,"S","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6217",2024-05-28,"501",22:49:00,"Tuesday","QUEEN AND JARVIS","Cleaning - Unsanitary",10,20,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6218",2024-05-28,"501",23:46:00,"Tuesday","LAKE SHORE AND THIRTEE","Operations",13,23,"W","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6219",2024-05-28,NA,00:09:00,"Tuesday","SPADINA STATION","Security",0,0,NA,"Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6220",2024-05-28,"510",00:24:00,"Tuesday","SPADINA STATION","Diversion",9,18,"N","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6221",2024-05-28,"507",00:28:00,"Tuesday","LONG BRANCH LOOP","Diversion",11,21,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6222",2024-05-28,"503",00:33:00,"Tuesday","KING AND BAY","Investigation",5,15,"E","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6223",2024-05-28,"506",01:34:00,"Tuesday","LANSDOWNE LOOP","Security",0,0,"W","Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6224",2024-05-28,"510",01:45:00,"Tuesday","SPADINA STATION","Diversion",15,30,NA,"Weekday","none",2024,"05","28",19.8,14.1,2.9,NA
"6225",2024-05-29,"510",02:01:00,"Wednesday","KINGSTON LOOP","Security",0,0,"E","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6226",2024-05-29,"504",03:00:00,"Wednesday","BROADVIEW STATION","Diversion",20,40,NA,"Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6227",2024-05-29,"511",05:10:00,"Wednesday","KING AND BATHURST","Operations",30,40,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6228",2024-05-29,"510",05:11:00,"Wednesday","SPADINA STATION","Security",0,0,NA,"Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6229",2024-05-29,"504",05:12:00,"Wednesday","KING AND PORTLAND","Diversion",27,35,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6230",2024-05-29,"504",05:43:00,"Wednesday","KINGSTON LOOP","Security",10,20,NA,"Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6231",2024-05-29,"501",05:50:00,"Wednesday","YORK AND KING","Cleaning - Unsanitary",10,20,"E","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6232",2024-05-29,"504",05:59:00,"Wednesday","KING AND PARLIAMENT","Operations",8,16,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6233",2024-05-29,"512",07:15:00,"Wednesday","ST. CLAIR WEST AND OAK","Mechanical",3,6,"W","Weekday","morning",2024,"05","29",21,12.7,0.1,NA
"6234",2024-05-29,"510",07:29:00,"Wednesday","UNION STATION","Cleaning - Unsanitary",9,18,NA,"Weekday","morning",2024,"05","29",21,12.7,0.1,NA
"6235",2024-05-29,"505",07:37:00,"Wednesday","DUNDAS WEST AND DUFFER","Held By",15,25,"E","Weekday","morning",2024,"05","29",21,12.7,0.1,NA
"6236",2024-05-29,"509",10:28:00,"Wednesday","FLEET AND FORK YORK","General Delay",0,0,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6237",2024-05-29,"505",11:22:00,"Wednesday","DUNDAS AND BATHURST","General Delay",0,0,"S","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6238",2024-05-29,"512",11:43:00,"Wednesday","ST CLAIR AND KEELE","Investigation",5,10,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6239",2024-05-29,"503",11:46:00,"Wednesday","DUNDAS AND PARLIAMENT","Rail/Switches",0,0,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6240",2024-05-29,"510",12:27:00,"Wednesday","QUEENS QUAY","General Delay",10,19,"N","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6241",2024-05-29,"504",13:00:00,"Wednesday","HUMBER LOOP","Operations",10,20,NA,"Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6242",2024-05-29,"501",13:57:00,"Wednesday","QUEEN AND NEVILLE PARK","General Delay",0,0,"E","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6243",2024-05-29,"504",14:06:00,"Wednesday","BROADVIEW AND GERRARD","General Delay",0,0,"S","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6244",2024-05-29,"510",14:09:00,"Wednesday","SPADINA AND KING","Cleaning - Unsanitary",10,20,"N","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6245",2024-05-29,"510",14:49:00,"Wednesday","QUEENS QUAY AND HARBOU","General Delay",0,0,NA,"Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6246",2024-05-29,"503",15:03:00,"Wednesday","BINGHAM LOOP","General Delay",0,0,"W","Weekday","evening",2024,"05","29",21,12.7,0.1,NA
"6247",2024-05-29,"512",15:06:00,"Wednesday","ST CLAIR AND GUNNS","Operations",5,10,"S","Weekday","evening",2024,"05","29",21,12.7,0.1,NA
"6248",2024-05-29,"510",15:41:00,"Wednesday","SPADINA STATION","General Delay",7,12,"W","Weekday","evening",2024,"05","29",21,12.7,0.1,NA
"6249",2024-05-29,NA,15:48:00,"Wednesday","CHERRY AND FRONT - YMC","Operations",0,0,NA,"Weekday","evening",2024,"05","29",21,12.7,0.1,NA
"6250",2024-05-29,"504",16:11:00,"Wednesday","KING AND JARVIS","Cleaning - Unsanitary",10,20,"E","Weekday","evening",2024,"05","29",21,12.7,0.1,NA
"6251",2024-05-29,"509",16:56:00,"Wednesday","MANITOBA DR AND STRACH","General Delay",0,0,"W","Weekday","evening",2024,"05","29",21,12.7,0.1,NA
"6252",2024-05-29,"512",17:09:00,"Wednesday","GUNNS AND TARRAGONA","Mechanical",5,10,"W","Weekday","evening",2024,"05","29",21,12.7,0.1,NA
"6253",2024-05-29,"504",17:15:00,"Wednesday","QUEEN AND RONCESVALLES","Operations",10,20,"E","Weekday","evening",2024,"05","29",21,12.7,0.1,NA
"6254",2024-05-29,"509",17:25:00,"Wednesday","QUEENS QUAY WEST AND R","Mechanical",10,20,"E","Weekday","evening",2024,"05","29",21,12.7,0.1,NA
"6255",2024-05-29,"501",18:04:00,"Wednesday","CHURCH AND QUEEN","General Delay",0,0,"E","Weekday","evening",2024,"05","29",21,12.7,0.1,NA
"6256",2024-05-29,"510",20:16:00,"Wednesday","SPADINA STATION","General Delay",10,20,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6257",2024-05-29,"600",20:17:00,"Wednesday","OSSINGTON AND COLLEGE","Emergency Services",1,1,"S","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6258",2024-05-29,"505",21:26:00,"Wednesday","DUNDAS AND CHURCH","Cleaning - Unsanitary",10,20,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6259",2024-05-29,"501",22:22:00,"Wednesday","WELLINGTON AND BAY","Security",13,23,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6260",2024-05-29,"504",23:18:00,"Wednesday","SUNNYSIDE LOOP","Emergency Services",24,34,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6261",2024-05-29,"506",23:46:00,"Wednesday","GERRARD AND BOULTON","Security",8,16,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6262",2024-05-29,"512",23:54:00,"Wednesday","LANSDOWNE LOOP","Collision - TTC Involved",10,20,NA,"Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6263",2024-05-29,"506",00:00:00,"Wednesday","BAY AND DUNDAS","General Delay",10,20,"W","Weekday","none",2024,"05","29",21,12.7,0.1,NA
"6264",2024-05-30,"504",02:07:00,"Thursday","SUNNYSIDE LOOP","Security",0,0,NA,"Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6265",2024-05-30,"510",02:25:00,"Thursday","SPADINA AND SUSSEX","Security",20,30,"N","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6266",2024-05-30,"507",04:02:00,"Thursday","LONG BRANCH LOOP","Security",52,82,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6267",2024-05-30,"504",04:25:00,"Thursday","KINGSTON LOOP","Security",42,72,NA,"Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6268",2024-05-30,"504",05:17:00,"Thursday","BROADVIEW STATION","Emergency Services",9,18,NA,"Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6269",2024-05-30,"504",05:37:00,"Thursday","RONCESVALLES","General Delay",6,25,NA,"Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6270",2024-05-30,"505",07:09:00,"Thursday","DUNDAS WEST STATION","Diversion",9,19,"E","Weekday","morning",2024,"05","30",20.3,9.7,0,NA
"6271",2024-05-30,"504",07:13:00,"Thursday","OSSINGTON AND QUEEN","Diversion",5,13,"N","Weekday","morning",2024,"05","30",20.3,9.7,0,NA
"6272",2024-05-30,"504",07:13:00,"Thursday","RONCESVALLES AND HOWAR","Held By",5,13,"W","Weekday","morning",2024,"05","30",20.3,9.7,0,NA
"6273",2024-05-30,"501",08:50:00,"Thursday","NEVILLE LOOP","Mechanical",10,20,"W","Weekday","morning",2024,"05","30",20.3,9.7,0,NA
"6274",2024-05-30,"506",09:45:00,"Thursday","CARLTON AND BLEEKER","Mechanical",0,0,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6275",2024-05-30,"501",09:46:00,"Thursday","QUEEN AND RIVER","Investigation",8,16,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6276",2024-05-30,"504",10:11:00,"Thursday","QUEEN WEST AND RONCESV","Cleaning - Unsanitary",7,14,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6277",2024-05-30,"501",10:12:00,"Thursday","QUEEN AND TRACEY","Mechanical",8,16,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6278",2024-05-30,"501",10:12:00,"Thursday","QUEEN EAST AND SACKVIL","Mechanical",8,16,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6279",2024-05-30,"509",10:31:00,"Thursday","FLEET LOOP","Rail/Switches",0,0,NA,"Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6280",2024-05-30,"511",10:35:00,"Thursday","BATHURST AND WELLINGTO","Rail/Switches",0,0,"S","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6281",2024-05-30,"501",10:53:00,"Thursday","QUEEN EAST AND SHERBOU","Operations",8,16,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6282",2024-05-30,"512",11:49:00,"Thursday","GUNNS LOOP","Mechanical",5,10,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6283",2024-05-30,"512",12:50:00,"Thursday","GUNNS LOOP","Emergency Services",5,10,NA,"Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6284",2024-05-30,"504",12:56:00,"Thursday","DISTILLERY LOOP","Security",110,120,NA,"Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6285",2024-05-30,"503",13:05:00,"Thursday","QUEEN EAST AND EMPIRE","Operations",10,20,"E","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6286",2024-05-30,"501",13:29:00,"Thursday","QUEEN AND UNIVERSITY","Diversion",140,150,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6287",2024-05-30,"501",13:35:00,"Thursday","QUEEN AND SILVERBIRCH","Diversion",140,150,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6288",2024-05-30,"501",13:40:00,"Thursday","QUEEN AND SPADINA","General Delay",0,0,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6289",2024-05-30,"501",13:58:00,"Thursday","QUEEN AND BROADVIEW","Utilized Off Route",8,16,"E","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6290",2024-05-30,"512",14:20:00,"Thursday","ST CLAIR AND WINONA","Emergency Services",5,10,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6291",2024-05-30,"504",14:24:00,"Thursday","KING AND CHURCH","General Delay",0,0,"W","Weekday","none",2024,"05","30",20.3,9.7,0,NA
"6292",2024-05-30,"501",15:20:00,"Thursday","QUEEN AND SACKVILLE","Collision - TTC Involved",10,20,"E","Weekday","evening",2024,"05","30",20.3,9.7,0,NA
"6293",2024-05-30,"510",16:19:00,"Thursday","SPADINA AND KING","General Delay",0,0,"N","Weekday","evening",2024,"05","30",20.3,9.7,0,NA
"6294",2024-05-30,"505",16:34:00,"Thursday","DUNDAS AND OSSINGTON","Mechanical",10,20,"E","Weekday","evening",2024,"05","30",20.3,9.7,0,NA
"6295",2024-05-30,"510",17:05:00,"Thursday","SPADINA AND QUEEN","Cleaning - Unsanitary",10,20,"S","Weekday","evening",2024,"05","30",20.3,9.7,0,NA
"6296",2024-05-30,"509",17:06:00,"Thursday","EXHIBITION LOOP","General Delay",0,0,NA,"Weekday","evening",2024,"05","30",20.3,9.7,0,NA
"6297",2024-05-30,"506",17:36:00,"Thursday","COLLEGE AND MCCAUL","Mechanical",10,20,"W","Weekday","evening",2024,"05","30",20.3,9.7,0,NA
